rank,date,game_id,team_name,homeAway,market_team_total,bet,pred_team_total,recency_team_pred,elo_sim_team_pred,team_edge,recency_edge_team,brain_score,team_elo,opp_elo,elo_diff
15,2026-03-13,401851476,North Carolina Central Eagles,home,69,OVER,78,70.5,74,9.288879729293257,1.917688503100976,6.3,1459.3006235728503,1374.7046497449635,164.39675959013857
16,2026-03-13,401851503,Nevada Wolf Pack,away,69,OVER,78,71.5,69.5,8.689225781233858,2.2494933968913386,6.1,1567.7539781592593,1626.6456157949117,107.85972750313294
17,2026-03-13,401851304,Arizona Wildcats,home,74,OVER,83.5,73.5,75.5,9.92862749673641,-0.1275326995872632,6,1711.5754731874606,1631.75240106976,187.60267962474927
18,2026-03-13,401851382,Purdue Boilermakers,away,73,OVER,78.5,80,70,5.415877920497124,6.56592384687778,5.9,1588.4606746772615,1640.115335691866,40.47761770876036
19,2026-03-13,401851270,George Washington Revolutionaries,away,77.5,UNDER,70.5,73.5,69,-7.004929409096633,-3.9978796023073357,5.8,1503.2455853735778,1644.3251101034868,186.72619329008623
20,2026-03-13,401851304,Iowa State Cyclones,away,69.5,OVER,75.5,64,72,6.156986480916046,-5.355672479057191,5.8,1631.75240106976,1711.5754731874606,187.60267962474927
21,2026-03-13,401851181,Virginia Cavaliers,home,74,OVER,80,79.5,76.5,5.886545791819259,5.328796824827478,5.7,1669.0384963482306,1622.171076172589,54.32581842199989
22,2026-03-13,401851503,Utah State Aggies,home,76,OVER,83,78.5,76.5,7.1612315643373705,2.8742111937867634,5.4,1626.6456157949117,1567.7539781592593,107.85972750313294
23,2026-03-13,401851567,Ole Miss Rebels,away,76.5,UNDER,68,75.5,71,-8.287137713919904,-1.0430549352424094,5.4,1456.111992427191,1619.6165952648596,312.99786001913753
24,2026-03-13,401851397,Cal State Fullerton Titans,away,77.5,OVER,84.5,75,73,6.8669390822851994,-2.6411017779824277,5.2,1540.8229118446238,1585.704455981792,-0.4474266999463907
25,2026-03-13,401851305,Houston Cougars,home,70,OVER,75,75.5,75.5,4.798760157508539,5.455163443542787,5.1,1643.279433182442,1597.1248469977636,85.07223090928733
26,2026-03-13,401851274,Saint Joseph's Hawks,home,66.5,OVER,74,67.5,72.5,7.445925978041231,1.1961026444924414,4.9,1584.3106013791537,1544.7571026613562,62.77428729417511
27,2026-03-13,401851274,Davidson Wildcats,away,65,OVER,71.5,63,71.5,6.6287226014927825,-2.027435980004853,4.8,1544.7571026613562,1584.3106013791537,62.77428729417511
28,2026-03-13,401851722,Alabama A&M Bulldogs,home,71,OVER,76,75.5,73.5,4.879415327593875,4.441537164853301,4.7,1499.4554163154369,1488.245274979196,-11.45050032117615
29,2026-03-13,401851414,Kennesaw State Owls,away,79,UNDER,71.5,79.5,72.5,-7.212975038304336,0.7144603410334156,4.6,1516.7263876866753,1589.9196612604485,139.85719279999125
30,2026-03-13,401851272,St. Bonaventure Bonnies,away,67,OVER,73.5,66,71.5,6.774057596315529,-1.0221321069158762,4.5,1500.388006047764,1583.6327705398876,189.3150864251877
31,2026-03-13,401851504,New Mexico Lobos,away,74,UNDER,67,80,73.5,-6.9159220022293795,6.12110007162552,4.5,1583.6135449479304,1577.241301690796,13.167037984384024
32,2026-03-13,401851566,Vanderbilt Commodores,home,74.5,OVER,80,78,76,5.1831816653907765,3.4592915690130894,4.5,1602.1328399148492,1567.071801564629,59.3393392000944
33,2026-03-13,401851270,Saint Louis Billikens,home,84,UNDER,78.5,86,78.5,-5.707200286346961,2.095406951794402,4.3,1644.3251101034868,1503.2455853735778,186.72619329008623
34,2026-03-13,401851475,South Carolina State Bulldogs,away,65,OVER,72,65,69.5,7.071095198143638,0.08125354456637979,4.3,1429.7012813885349,1579.734285087932,325.2781167657829
35,2026-03-13,401851273,Duquesne Dukes,away,72,UNDER,66,81,69.5,-6.10260106773643,8.883361914751234,4.1,1523.4213727360504,1634.2766910584294,262.873663403368
36,2026-03-13,401851565,Florida Gators,home,85,UNDER,80.5,88.5,78.5,-4.2192624868492175,3.431784284274741,3.9,1660.044397336976,1559.8576129493254,272.1677070388589
37,2026-03-13,401858191,Akron Zips,home,85,UNDER,80.5,88,75.5,-4.365180524094271,3.168683662288686,3.9,1652.2228211613483,1610.2862773781712,153.49904571119032
38,2026-03-13,401851738,California Baptist Lancers,home,72,OVER,77.5,70.5,74,5.400767763235621,-1.5236476932731193,3.8,1598.592013018512,1540.7428101363018,105.2161590925075
39,2026-03-13,401858191,Kent State Golden Flashes,away,78.5,UNDER,77,71.5,72,-1.4162774443843489,-7.050072974582974,3.7,1610.2862773781712,1652.2228211613483,153.49904571119032
40,2026-03-13,401858190,Massachusetts Minutemen,away,77.5,OVER,81.5,74.5,74.5,3.891422223402188,-3.159673112585679,3.6,1527.2840844304867,1533.851846616505,83.87623116463965
41,2026-03-13,401851226,North Texas Mean Green,away,68,UNDER,63.5,65.5,70.5,-4.3624024592171935,-2.307440159470474,3.5,1529.5581243947593,1628.9594513571317,202.6885691116952
42,2026-03-13,401851397,Hawai'i Rainbow Warriors,home,81,OVER,84,85,75,2.865666449964692,4.176711084017853,3.4,1585.704455981792,1540.8229118446238,-0.4474266999463907
43,2026-03-13,401851568,Arkansas Razorbacks,home,88,OVER,90,92,77.5,2.455624368967918,4.476828364275306,3.3,1605.1969675889718,1535.8607956373562,149.95354896099343
44,2026-03-13,401851272,Dayton Flyers,home,74,UNDER,70.5,71.5,74.5,-3.3902084288985037,-2.592335357964558,3.1,1583.6327705398876,1500.388006047764,189.3150864251877
45,2026-03-13,401851381,Wisconsin Badgers,away,74,UNDER,70.5,95,71,-3.385401673285827,21.12364845739478,3.1,1606.8096014456346,1654.294006921349,120.86274209155386
46,2026-03-13,401851382,Nebraska Cornhuskers,home,70,UNDER,65,69.5,74,-4.52539040563974,-0.21460749804477075,2.8,1640.115335691866,1588.4606746772615,40.47761770876036
47,2026-03-13,401851736,UT Arlington Mavericks,away,63,OVER,65.5,60,69.5,2.2180511970694994,-3.0197312262621097,2.5,1539.6307589267926,1634.0555853263636,191.0469867660499
48,2026-03-13,401851181,Miami Hurricanes,away,70,UNDER,67,83.5,74.5,-2.8325160752982868,13.5358468738374,2.4,1622.171076172589,1669.0384963482306,54.32581842199989
49,2026-03-13,401851383,UCLA Bruins,away,68,UNDER,66.5,71.5,71,-1.9005177002574385,3.2593533577488074,2.4,1578.6535790507733,1627.9277385719845,77.24466126990774
50,2026-03-13,401851414,Sam Houston Bearkats,home,83,OVER,84,88.5,76,0.5323584815632643,5.0768222222222334,2.4,1589.9196612604485,1516.7263876866753,139.85719279999125
51,2026-03-13,401851723,Southern Jaguars,away,74,OVER,75.5,78,74.5,1.4681537687207111,3.7988301160607136,2.4,1491.988419036546,1510.5035600064286,18.061052778019075
52,2026-03-13,401851226,Tulsa Golden Hurricane,home,75,UNDER,75,80.5,78,-0.044820990451725606,5.316794352900175,2.2,1628.9594513571317,1529.5581243947593,202.6885691116952
53,2026-03-13,401851316,UConn Huskies,home,77,OVER,80,77.5,77,3.227663823654666,0.7376132559836037,2.2,1646.7101890636534,1492.5521503010557,327.7154901322683
54,2026-03-13,401851380,Ohio State Buckeyes,away,70.5,OVER,73.5,62.5,71.5,2.910974725031778,-7.750078260355998,2.1,1566.1637370409858,1704.1002877635044,289.9189491631937
55,2026-03-13,401851413,Missouri State Bears,away,66.5,OVER,67,72,74,0.14545688943991308,5.144129826405091,2.1,1495.8811865912085,1530.6861487325298,18.1279178383852
56,2026-03-13,401851722,Prairie View A&M Panthers,away,72.5,UNDER,70.5,74.5,74,-2.1101666167730144,2.1041078682743546,2.1,1488.245274979196,1499.4554163154369,-11.45050032117615
57,2026-03-13,401851225,Charlotte 49ers,away,70.5,UNDER,68,72,71.5,-2.5329448372841057,1.1575899338392048,2,1481.8599191259864,1557.892415484928,195.67958679946832
58,2026-03-13,401851315,Seton Hall Pirates,away,63,OVER,65.5,61.5,68.5,2.569060126165965,-1.1740502166914908,2,1555.7234752066972,1649.9904356602733,233.56402313129135
59,2026-03-13,401851413,Louisiana Tech Bulldogs,home,68,UNDER,67,71.5,73,-0.9796106316266844,3.308267544536392,1.9,1530.6861487325298,1495.8811865912085,18.1279178383852
60,2026-03-13,401851182,Clemson Tigers,away,61,UNDER,60,63.5,72.5,-1.3522958480386507,2.253336136996211,1.7,1600.9889316374945,1705.7485397303028,275.3811459261972
61,2026-03-13,401851723,Florida A&M Rattlers,home,71.5,UNDER,69.5,83,73.5,-1.8609924017287227,11.291767505853585,1.7,1510.5035600064286,1491.988419036546,18.061052778019075
62,2026-03-13,401851475,Howard Bison,home,80,UNDER,79.5,83.5,78,-0.1257806210839192,3.7220034162975253,1.6,1579.734285087932,1429.7012813885349,325.2781167657829
63,2026-03-13,401851565,Kentucky Wildcats,away,74.5,OVER,75.5,76.5,69.5,1.3115184240454596,2.069997187118787,1.6,1559.8576129493254,1660.044397336976,272.1677070388589
64,2026-03-13,401851316,Georgetown Hoyas,away,63,OVER,64,65.5,68,0.7463318011435334,2.2971916409023834,1.4,1492.5521503010557,1646.7101890636534,327.7154901322683
65,2026-03-13,401851315,St. John's Red Storm,home,70,OVER,72,70.5,76.5,1.7759833492742132,0.3082854895668987,1.2,1649.9904356602733,1555.7234752066972,233.56402313129135
66,2026-03-13,401858190,Toledo Rockets,home,81,UNDER,80,92.5,74.5,-0.990180117677312,11.54095072877476,1.2,1533.851846616505,1527.2840844304867,83.87623116463965
67,2026-03-13,401851567,Alabama Crimson Tide,home,87,UNDER,86,94,82,-1.106379384512607,6.94912255791354,1,1619.6165952648596,1456.111992427191,312.99786001913753
68,2026-03-13,401851380,Michigan Wolverines,home,83.5,OVER,84.5,83,79,0.9725970564758057,-0.6567694868011387,0.8,1704.1002877635044,1566.1637370409858,289.9189491631937
