rank,date,game_id,away_team,home_team,market_total,market_spread_home,bet,ridge_pred_total,recency_pred_total,from_team_pred_total,xgb_elo_pred_total,ensemble_pred_total,elo_sim_pred_total,ridge_edge,recency_edge,from_team_edge,xgb_elo_edge,elo_sim_edge,ens_edge,brain_score,line_move_total,line_move_pts,n_snapshots,home_elo_pre,away_elo_pre,elo_diff,pre_elo_home,pre_elo_away,pred_home_pts,pred_away_pts
1,2026-03-09,401851714,Alcorn State Braves,Alabama State Hornets,135,-7.5,OVER,140,153.5,148,135,146.5,141.5,4.8362658026424015,18.463473016702608,12.758546106846495,-0.137969970703125,6.682713020833319,11.649869409672505,14,0.5,0.1,3,1421.3747326548353,1416.7438397931128,68.973001158648,1347.9493043556151,1278.9763031969671,71.657571875,70.02514114583333
2,2026-03-09,401851593,Furman Paladins,East Tennessee State Buccaneers,138,-1,OVER,146.5,148.5,143.5,143.5,147.5,147,8.057489090300294,10.228591334660308,5.439906498094956,5.0354461669921875,8.748706060606054,9.143040212480287,12.5,0,0,3,1582.3140647794855,1579.6612422381234,29.677383491067303,1684.052534112246,1654.3751506211786,73.50015227272726,73.49855378787879
3,2026-03-09,401851706,Georgia Southern Eagles,Troy Trojans,152,-5.5,UNDER,147,178.5,157.5,143,163,148,-4.816165349668296,26.668409552144823,5.563623352472007,-9.1331939697265625,-4.115789387096214,10.926122101238263,7.5,0,0,3,1565.1323145721385,1553.266644112227,-11.564126485682207,1631.9441511545604,1643.5082776402426,73.50565079265748,74.37855982024632
4,2026-03-09,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146.5,-1.5,UNDER,140,159,146.5,145,149.5,147.5,-6.546065840112334,12.747270689173689,-0.11613420665784702,-1.6052398681640625,0.9467867905005392,3.1006024245306776,6.2,0.5,-0.1,3,1532.3770593665283,1504.732589542225,46.916869628060795,1597.6542452052922,1550.7373755772314,73.77798672631498,73.66880006418556
5,2026-03-09,401851759,Oregon State Beavers,Gonzaga Bulldogs,144,-19.5,UNDER,141,140,149.5,138.5,140.5,149.5,-2.8500028322818878,-3.8010957301004566,5.709220579109626,-5.321807861328125,5.390559304426404,-3.325549281191172,5.7,0,0,3,1672.7192586374836,1506.1562033517705,345.9328999520519,1875.0275077955375,1529.0946078434858,78.60658911472449,70.7839701897019
6,2026-03-09,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.25,UNDER,147.5,163,146,143,155.5,150,-4.596075773602848,11.147148836240262,-5.784430156186659,-9.1331939697265625,-2.1136288674828165,3.2755365313187212,5.3,0,0,3,1541.7614459097958,1519.811232420676,11.302801159626142,1620.1759782232905,1608.873177063664,74.81340495425839,75.07296617825878
7,2026-03-09,401851333,Weber State Wildcats,Eastern Washington Eagles,154.5,-3,UNDER,151,157.5,154.5,144.5,154.5,148,-3.295304553495612,2.9392911706112272,-0.23939488602169945,-10.1116943359375,-6.522976170809898,-0.17800669144219228,5.3,0,0,3,1504.5295167831405,1510.7327692319932,54.08028052448845,1578.1204623783117,1524.040181853823,73.91200064898824,74.06502318020188
8,2026-03-09,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136,-13.5,OVER,140,134.5,140.5,134.5,137.5,148.5,3.813912371762285,-1.7008312564129255,4.307208380141844,-1.8491058349609375,12.355864705882368,1.0565405576746798,4.4,0,0,3,1449.7326985888071,1323.4074544816629,277.3953584187034,1372.7087638456426,1095.3134054269392,78.33274509803923,70.27311960784313
9,2026-03-09,401851332,Northern Colorado Bears,Montana Grizzlies,152,4.5,UNDER,149.5,150.5,164,162,150,148,-2.7549153529900536,-1.6321392334357938,11.663137333864313,9.5529327392578125,-4.006022485924007,-2.1935272932129237,4.3,0,0,3,1498.014393383142,1552.803692632195,-150.9028175410515,1500.8688465091295,1651.771664050181,72.65774757323071,75.58622994084527
10,2026-03-09,401851432,Northern Kentucky Norse,Wright State Raiders,157,-1.5,UNDER,155,166.5,153,143.5,161,149,-2.3608248977755295,9.380824607745296,-4.258361186180423,-13.964553833007812,-8.320406494024354,3.509999854984869,3.9,0,0,3,1583.2180329186106,1561.4813036668818,17.838985203096627,1671.1049583013478,1653.2659730982512,74.64711971529243,74.28247379068321
