rank,date,game_id,team_name,homeAway,market_team_total,bet,pred_team_total,recency_team_pred,elo_sim_team_pred,team_edge,recency_edge_team,brain_score,team_elo,opp_elo,elo_diff
1,2026-03-18,401858342,New Mexico Lobos,home,88,UNDER,75,82.5,73,-12.950446301702584,-5.598100152549151,10,1579.2771974231866,1576.5672799201047,23.603684402818544
2,2026-03-18,401858345,Illinois State Redbirds,home,80,UNDER,68.5,74,72,-11.452117907524737,-5.575553932660199,9.1,1561.7882035859868,1608.472332196716,-72.73278693873954
3,2026-03-18,401858347,UIC Flames,away,72,UNDER,60.5,85.5,73,-11.782782798598909,13.081882979104591,7.7,1537.5524685437886,1556.1006040488453,-45.9557900334903
4,2026-03-18,401856436,SMU Mustangs,home,85,UNDER,78.5,76,70,-6.39205808183182,-9.361266820617274,7.6,1530.2538412784552,1674.697276267232,-232.57818634061664
5,2026-03-18,401858344,Wake Forest Demon Deacons,home,80,UNDER,75.5,72.5,71,-4.412861456773442,-7.457391401265241,5.6,1519.68285492603,1612.8991726498766,-156.8466960072351
6,2026-03-18,401858341,Murray State Racers,away,77,OVER,84,74.5,73.5,6.5332967743800054,-2.616963495290534,5,1543.0422541723276,1572.5649832899012,108.71653915174852
7,2026-03-18,401858344,Navy Midshipmen,away,68,UNDER,61,81.5,75,-7.14291874127737,13.084919248003558,4.9,1612.8991726498766,1519.68285492603,-156.8466960072351
8,2026-03-18,401858348,Colorado State Rams,home,75,OVER,82,69,71,7.015310354821068,-6.359692273940894,4.5,1557.6518946017598,1584.5431066248502,-48.57782168237554
9,2026-03-18,401856436,Miami (OH) RedHawks,away,78.5,UNDER,72.5,91,78.5,-5.843082451810105,12.611220378879324,4.1,1674.697276267232,1530.2538412784552,-232.57818634061664
10,2026-03-18,401856437,Lehigh Mountain Hawks,home,73,UNDER,67.5,82,72.5,-5.573813280403542,8.572115966183105,3.8,1515.6931976421245,1512.2988403255026,-27.82426712021129
11,2026-03-18,401858343,Utah Valley Wolverines,home,79.5,UNDER,77,84,78.5,-2.5664618553607994,4.38449387178035,3.3,1627.361739179784,1510.0490381710404,176.96221869593137
12,2026-03-18,401858346,Bradley Braves,home,71,UNDER,67,73.5,73,-3.7224799536462427,2.7279585303413967,3.3,1549.295604547082,1603.3789482887678,-108.67918694396644
13,2026-03-18,401856437,Prairie View A&M Panthers,away,70,UNDER,69.5,75.5,73.5,-0.041396789324409156,5.652999670797357,2.3,1512.2988403255026,1515.6931976421245,-27.82426712021129
14,2026-03-18,401858341,Nevada Wolf Pack,home,86,OVER,86.5,81.5,73.5,0.7868795496796537,-4.295503273125135,2.2,1572.5649832899012,1543.0422541723276,108.71653915174852
15,2026-03-18,401858348,Saint Joseph's Hawks,away,69,UNDER,67,71,73,-2.1883847228895377,1.7707001911801399,2,1584.5431066248502,1557.6518946017598,-48.57782168237554
16,2026-03-18,401858343,George Washington Revolutionaries,away,77,OVER,78,74,72,0.93206254882503,-3.155296947902201,1.8,1510.0490381710404,1627.361739179784,176.96221869593137
17,2026-03-18,401858342,Sam Houston Bearkats,away,76.5,UNDER,74.5,77,73.5,-1.7423655215720828,0.6495756417743763,1.3,1576.5672799201047,1579.2771974231866,23.603684402818544
18,2026-03-18,401858347,California Golden Bears,home,77,OVER,77.5,75,74,0.4278531925002085,-2.333254693292531,1.2,1556.1006040488453,1537.5524685437886,-45.9557900334903
19,2026-03-18,401858345,Kent State Golden Flashes,away,74,OVER,74.5,75,75,0.8471156746543897,1.4085533850207241,1.1,1608.472332196716,1561.7882035859868,-72.73278693873954
20,2026-03-18,401858346,Dayton Flyers,away,72.5,UNDER,72,70.5,74,-0.24492439211995531,-1.8692162317279895,0.9,1603.3789482887678,1549.295604547082,-108.67918694396644
