rank,date,game_id,team_name,homeAway,market_team_total,bet,pred_team_total,recency_team_pred,elo_sim_team_pred,team_edge,recency_edge_team,brain_score,team_elo,opp_elo,elo_diff
1,2026-03-05,401804959,New Mexico State Aggies,home,75,OVER,87.5,73,75,12.422198916388126,-2.160351944961505,8.3,1493.051856563305,1479.386811514731,36.5940915360145
2,2026-03-05,401828732,Norfolk State Spartans,home,71.5,OVER,85,72,70.5,13.21660963138359,0.14209061230067732,8,1497.8684356889896,1570.0857837645408,-134.3764319971915
3,2026-03-05,401825561,Michigan State Spartans,home,81,UNDER,68,80.5,78.5,-12.915125888542931,-0.19333501941470388,7.8,1630.318987354575,1460.6863162533014,326.3829490496423
4,2026-03-05,401809151,UC Riverside Highlanders,away,68,OVER,76.5,63.5,67.5,8.972978988317081,-4.286730660761329,7.1,1429.7101034542386,1597.298649761207,250.60077533141632
5,2026-03-05,401851545,Loyola Maryland Greyhounds,away,74.5,UNDER,63.5,80.5,73,-11.124724937637993,6.168368764331632,7,1449.3303723704869,1519.9749591872192,153.0242369374282
6,2026-03-05,401851454,Iona Gaels,home,76,OVER,86.5,67.5,74,10.35763101820298,-8.562818033417571,6.6,1516.512363353685,1481.46846220812,44.69940842812207
7,2026-03-05,401827038,Alabama A&M Bulldogs,home,72,UNDER,62.5,70.5,74.5,-9.597630133249119,-1.6365213224412116,6.4,1512.061412195177,1479.382423156806,28.435125068213665
8,2026-03-05,401851543,Bucknell Bison,away,59.5,OVER,65.5,66,66.5,5.78551353613237,6.663251264350876,6.1,1422.2131754069076,1623.9526003755311,390.1573563443287
9,2026-03-05,401809121,UC Irvine Anteaters,home,83,UNDER,76.5,78.5,76,-6.674846807199927,-4.898533258762583,6,1579.7190284233125,1498.0756524222377,103.41810561877264
10,2026-03-05,401829290,South Carolina State Bulldogs,away,67.5,UNDER,58.5,79,72,-8.96844183163875,11.65175989658131,6,1416.480230426156,1472.5216745352288,103.68120937546246
11,2026-03-05,401828260,South Florida Bulls,away,84,UNDER,75,85.5,78.5,-8.782707640135897,1.697097779296243,5.9,1606.7774193046334,1473.677879197268,-241.3688097122192
12,2026-03-05,401828670,Mississippi Valley State Delta Devils,away,66.5,UNDER,57.5,67,70,-9.112266145066549,0.509408643228582,5.7,1328.4464527239036,1457.493039564963,223.2151067154589
13,2026-03-05,401825560,Michigan Wolverines,away,77,OVER,80.5,84.5,79.5,3.7829930949681767,7.722702915703891,5.4,1689.1494918873527,1571.2725180456553,-208.708016456613
14,2026-03-05,401851622,South Dakota State Jackrabbits,away,71.5,OVER,79.5,64,69,8.255964996713814,-7.623304166666664,5.3,1482.950354499151,1600.2641007393458,200.62021010259787
15,2026-03-05,401804959,Jacksonville State Gamecocks,away,69,UNDER,63.5,73.5,74,-5.665254159749601,4.488817426960537,5.2,1479.386811514731,1493.051856563305,36.5940915360145
16,2026-03-05,401809121,Cal Poly Mustangs,away,74,UNDER,65.5,74,71.5,-8.038139458862076,0.3489842240363856,5,1498.0756524222377,1579.7190284233125,103.41810561877264
17,2026-03-05,401828257,Tulsa Golden Hurricane,away,83,UNDER,77,87,79.5,-5.5657852348326315,4.1071956008325685,5,1616.3530110975678,1461.0305538742073,-302.0933791580612
18,2026-03-05,401809138,Long Beach State Beach,home,74,OVER,79,69,72,4.6841070226687975,-5.1947109957606585,4.9,1429.0945132990953,1531.2504453487556,-196.89254926135004
19,2026-03-05,401828259,Tulane Green Wave,away,70,OVER,73,77,74,3.355230413087469,7.278973256562338,4.9,1526.262006060612,1496.5806950896529,-0.22416689405008583
20,2026-03-05,401823056,Maryland Eastern Shore Hawks,home,65,OVER,70,60.5,76,4.903939984814059,-4.625656343608085,4.8,1426.4447542217197,1361.249507130649,124.4393496947814
21,2026-03-05,401851485,Southern Illinois Salukis,home,71.5,UNDER,66,74.5,76,-5.4790331559094625,3.3548351306271655,4.6,1541.7474745013571,1434.750022574807,149.4691698710992
22,2026-03-05,401809103,UC San Diego Tritons,away,80,UNDER,76.5,74,74.5,-3.5895618784912244,-5.88287421531389,4.5,1573.9227975124095,1518.767075440851,-56.267246540552605
23,2026-03-05,401851544,Boston University Terriers,home,71.5,OVER,73.5,80,75.5,2.0650964296414998,8.185875034186708,4.5,1503.334966798387,1486.752324790297,2.739072408305219
24,2026-03-05,401827106,Grambling Tigers,away,71.5,UNDER,66,69,75,-5.618418673911947,-2.449521340392394,4.4,1438.16925105141,1432.9381801922325,4.563223332528878
25,2026-03-05,401825561,Rutgers Scarlet Knights,away,61,OVER,64.5,66.5,67,3.153185096461769,5.326238302639084,4,1460.6863162533014,1630.318987354575,326.3829490496423
26,2026-03-05,401851456,Manhattan Jaspers,away,71.5,OVER,76.5,69,70.5,4.809448934092998,-2.7078400121457094,4,1462.5940746381073,1549.4283555352677,188.6753218557681
27,2026-03-05,401805213,Southern Utah Thunderbirds,home,71,UNDER,65.5,73,67.5,-5.25381464292154,1.7727561331901143,3.9,1451.8698884222797,1617.4094896631143,-309.648047340326
28,2026-03-05,401851746,Loyola Marymount Lions,home,76,UNDER,70,74.5,76,-5.582750200551516,-1.3190688038671539,3.9,1474.3382335209192,1439.622122913472,100.78824163001856
29,2026-03-05,401823056,Delaware State Hornets,away,60,UNDER,57,65,71,-2.9653110101580964,5.1120914883236,3.8,1361.249507130649,1426.4447542217197,124.4393496947814
30,2026-03-05,401828260,Memphis Tigers,home,77,OVER,81.5,74.5,69.5,4.377923858360376,-2.9953508138520135,3.8,1473.677879197268,1606.7774193046334,-241.3688097122192
31,2026-03-05,401828732,Howard Bison,away,77,UNDER,71.5,83,75.5,-5.745476014077212,6.105289353539277,3.8,1570.0857837645408,1497.8684356889896,-134.3764319971915
32,2026-03-05,401823271,Cal State Northridge Matadors,away,86.5,UNDER,82.5,83,78.5,-3.980768484432801,-3.3473337067192688,3.7,1538.719721574353,1387.785371546475,-337.7904873313969
33,2026-03-05,401804960,Kennesaw State Owls,away,75,UNDER,70.5,78,79,-4.050864822615722,3.042146352794319,3.6,1537.3958400078116,1426.731436749569,-172.49581969646192
34,2026-03-05,401804960,UTEP Miners,home,72,OVER,75.5,69,69.5,3.494387033011833,-3.4791164166201867,3.5,1426.731436749569,1537.3958400078116,-172.49581969646192
35,2026-03-05,401851487,Evansville Purple Aces,away,56,OVER,59.5,60,69.5,3.2841316634420608,3.8988632970155166,3.5,1403.5878220409377,1543.7479484087444,277.0390037203981
36,2026-03-05,401804957,Delaware Blue Hens,home,70.5,OVER,72.5,76,68,2.0510804959746167,5.394123695323103,3.4,1444.4744476251185,1604.1803595649872,-281.40691807441544
37,2026-03-05,401805211,California Baptist Lancers,home,73,UNDER,70.5,69,75,-2.6716417582890415,-4.278556332793997,3.3,1585.3054956205876,1486.288962107022,145.6391720203087
