rank,date,game_id,away_team,home_team,market_total,market_spread_home,bet,ridge_pred_total,recency_pred_total,from_team_pred_total,xgb_elo_pred_total,ensemble_pred_total,elo_sim_pred_total,ridge_edge,recency_edge,from_team_edge,xgb_elo_edge,elo_sim_edge,ens_edge,brain_score,line_move_total,line_move_pts,n_snapshots,home_elo_pre,away_elo_pre,elo_diff,pre_elo_home,pre_elo_away,pred_home_pts,pred_away_pts
1,2026-03-18,401858341,Murray State Racers,Nevada Wolf Pack,163,-8.5,UNDER,147,156,170.5,142,151.5,149,-16.08798868844167,-7.039099677404863,7.320176324059673,-21.19696044921875,-14.050388021222801,-11.563544182923266,14.7,NA,0,NA,1572.5649832899012,1543.0422541723276,108.71653915174852,1647.1107072348168,1538.3941680830685,73.87897069935549,75.07064127942171
2,2026-03-18,401858342,Sam Houston Bearkats,New Mexico Lobos,165,-11.75,UNDER,153,158,150,143.5,155.5,149,-11.914428954744153,-7.121272736202286,-15.192811823274667,-21.714553833007812,-16.10806038727236,-9.51785084547322,13.3,NA,0,NA,1579.2771974231866,1576.5672799201047,23.603684402818544,1686.0812794518613,1662.4775950490427,74.28900994625046,74.60292966647717
3,2026-03-18,401856437,Prairie View A&M Panthers,Lehigh Mountain Hawks,143,-3.5,OVER,145.5,158,134.5,144.5,152,149,2.3799009625626866,15.236730021014125,-8.406150815631236,1.3883056640625,5.8504414394443245,8.808315491788392,10.8,NA,0,NA,1515.6931976421245,1500.2666418283443,1.300216218847936,1548.2719415505985,1546.9717253317506,74.73933969555901,74.11110174388531
4,2026-03-18,401858343,George Washington Revolutionaries,Utah Valley Wolverines,157,-1.5,UNDER,143,164,151,143,153.5,149.5,-13.803556998782312,6.825744706116382,-6.012395224739748,-13.918548583984375,-7.594662934851357,-3.4889061463329654,10.4,NA,0,NA,1640.0170973447086,1510.0490381710404,195.5237504594038,1794.417760133374,1598.8940096739702,78.30257979127134,71.1027572738773
5,2026-03-18,401858344,Navy Midshipmen,Wake Forest Demon Deacons,148,-11.5,UNDER,141,153.5,136.5,166,147.5,147,-7.113920808507146,5.643891599941355,-11.555780198050797,18.210693359375,-0.9482063434760164,-0.7350146042828953,8,NA,0,NA,1519.68285492603,1612.8991726498766,-156.8466960072351,1572.6674473599437,1729.5141433671788,71.92168318720991,75.13011046931408
6,2026-03-18,401856436,Miami (OH) RedHawks,SMU Mustangs,164,-6.5,UNDER,156,164,151.5,146,160,150,-7.919993425181929,-0.09430014846327595,-12.735140533641925,-17.85699462890625,-14.16321695545534,-4.007146786822602,7.9,NA,0,NA,1530.2538412784552,1674.697276267232,-232.57818634061664,1612.356805201556,1844.9349915421728,71.1038729329852,78.73291011155946
7,2026-03-18,401858345,Kent State Golden Flashes,Illinois State Redbirds,153,-6,UNDER,150.5,149.5,143,144.5,150,148,-2.268432184539222,-3.6662953990838787,-10.105002232870334,-8.73260498046875,-5.112550179211468,-2.9673637918115503,6.4,NA,0,NA,1561.7882035859868,1608.472332196716,-72.73278693873954,1625.361803442445,1698.0945903811846,72.48894743983615,75.39850238095238
8,2026-03-18,401858348,Saint Joseph's Hawks,Colorado State Rams,144,-5.5,UNDER,142.5,137,146,163,139.5,146,-1.974508108169374,-7.316885967391784,1.77636077012707,18.683807373046875,1.8635944378814884,-4.645697037780565,6.2,NA,0,NA,1557.6518946017598,1591.521148500701,-62.1509435048647,1633.9082332035716,1696.0591767084363,71.85591412679662,74.25768031108487
9,2026-03-18,401858346,Dayton Flyers,Bradley Braves,143,1.5,OVER,144,144,138.5,163,144,148,0.6919212764711915,0.5709211884231422,-4.518908140567305,19.683807373046875,4.602726051874555,0.6314212324471669,3.3,NA,0,NA,1549.295604547082,1590.0744688425857,-97.40497967315424,1631.8396660949832,1729.2446457681374,72.9566022413484,74.89612381052615
10,2026-03-18,401858347,UIC Flames,California Golden Bears,149,-4.5,UNDER,148.5,160,138,143,154.5,149,-0.5532863591145372,10.997265326237908,-11.104929606098693,-6.4199371337890625,-0.04260777214034306,5.221989483561686,3.1,NA,0,NA,1556.1006040488453,1537.5524685437886,-45.9557900334903,1586.8105298923265,1632.7663199258168,74.89297754523388,74.31441468262578
