rank,date,game_id,team_name,homeAway,market_team_total,bet,pred_team_total,recency_team_pred,elo_sim_team_pred,team_edge,recency_edge_team,brain_score,team_elo,opp_elo,elo_diff
1,2026-03-12,401851564,Texas A&M Aggies,home,82,OVER,100.5,78,75.5,18.376563172377203,-4.09306473418512,12.7,1584.9326660469253,1535.8607956373562,69.83695380228392
2,2026-03-12,401851735,Utah Tech Trailblazers,home,72,OVER,88,78,74,15.704585438036347,5.754255932491844,11.7,1540.7428101363018,1478.386625287631,129.82719037919583
3,2026-03-12,401851393,Cal State Northridge Matadors,home,74,OVER,88,80,73,13.828484141513357,5.663655946353941,10.6,1533.9653342886652,1581.8587708835703,-83.9989922706975
4,2026-03-12,401851313,Xavier Musketeers,away,67.5,OVER,80,74.5,68.5,12.554931978147906,7.016785144870354,10.3,1495.5101930130495,1646.7101890636534,328.7976100357505
5,2026-03-12,401851563,Georgia Bulldogs,home,81,OVER,89.5,91,81,8.259399564958997,9.980259341984919,8.9,1609.7279981004792,1456.111992427191,279.7441748116664
6,2026-03-12,401851473,Norfolk State Spartans,home,76,OVER,79.5,93,76,3.2752023359917217,17.17919428670298,8.8,1488.2199343655984,1429.7012813885349,109.39207583625124
7,2026-03-12,401851375,Ohio State Buckeyes,home,70.5,OVER,82,67,73.5,11.58737840544633,-3.299763503417978,8.3,1566.1637370409858,1568.339012858277,25.311708188989996
8,2026-03-12,401851500,Nevada Wolf Pack,away,67,OVER,79.5,66,73,12.74651275964682,-1.1119103245060273,8.1,1567.7539781592593,1566.821271456171,56.25347733906574
9,2026-03-12,401851719,Texas Southern Tigers,home,71.5,OVER,77,83,74,5.48505690075541,11.394613070759078,7.8,1472.8131028851583,1499.4554163154369,-24.16577093736055
10,2026-03-12,401851312,Creighton Bluejays,away,64,OVER,75,67.5,72.5,10.5365687924359,3.018474757717371,7.5,1493.5055773317936,1555.7234752066972,89.41594045242914
11,2026-03-12,401851302,Kansas Jayhawks,home,74,OVER,86,67.5,72,11.799241964317261,-6.290165491059227,7.4,1597.1248469977636,1600.2770984296608,6.552828799861345
12,2026-03-12,401851564,Oklahoma Sooners,away,79.5,UNDER,70,83.5,73,-9.586263700012935,4.02638212716235,7.4,1535.8607956373562,1584.9326660469253,69.83695380228392
13,2026-03-12,401851376,Washington Huskies,away,74.5,UNDER,64,77,71,-10.369435912272053,2.6516756135917348,7.3,1494.1271481203974,1606.8096014456346,201.8801201928634
14,2026-03-12,401851311,St. John's Red Storm,home,85,UNDER,73,85,77,-11.877420466128413,0.24453390856447754,7.2,1649.9904356602733,1515.4253041824054,288.9353592649545
15,2026-03-12,401851314,Villanova Wildcats,home,74.5,OVER,85.5,75.5,77.5,11.011961376795242,0.8944037760329735,7,1618.115828969244,1492.5521503010557,255.5771600738756
16,2026-03-12,401851394,Cal State Fullerton Titans,home,78,OVER,88.5,77,74,10.427938343845128,-0.8611625235800631,6.6,1540.8229118446238,1540.006267126631,30.94426855093252
17,2026-03-12,401851474,North Carolina Central Eagles,home,67,OVER,75.5,69.5,74,8.885123283711351,2.565860273842503,6.4,1459.3006235728503,1412.9896116074049,51.974375861562976
18,2026-03-12,401851474,Maryland Eastern Shore Hawks,away,65,UNDER,55.5,66,70.5,-9.948218609346497,0.9483598996378646,6.3,1412.9896116074049,1459.3006235728503,51.974375861562976
19,2026-03-12,401851180,Clemson Tigers,away,69.5,UNDER,61,68,71,-8.599006378502153,-1.734824137220528,5.9,1600.9889316374945,1627.3265805431938,42.94367969803875
20,2026-03-12,401851378,UCLA Bruins,home,76.5,UNDER,70.5,82,76.5,-6.09565593833706,5.5764071856777235,5.9,1578.6535790507733,1477.3976196481044,232.3692391314487
21,2026-03-12,401851501,San Diego State Aztecs,home,73,OVER,82.5,73.5,74,9.48147612702519,0.5876660442518755,5.9,1577.241301690796,1565.6191565880863,52.96666738814406
22,2026-03-12,401851562,Tennessee Volunteers,home,76,OVER,82.5,81,74,6.282000056906597,4.989943845878329,5.8,1567.071801564629,1513.262690998768,142.1968473979637
23,2026-03-12,401851313,UConn Huskies,home,84,UNDER,76,82.5,77,-8.138521099035273,-1.7022462717384172,5.6,1646.7101890636534,1495.5101930130495,328.7976100357505
24,2026-03-12,401851411,Kennesaw State Owls,away,79,UNDER,70.5,80.5,74,-8.010218617220474,1.9065562770327773,5.6,1516.7263876866753,1528.4748048898502,2.253490104897992
25,2026-03-12,401851393,UC San Diego Tritons,away,77,OVER,82.5,71.5,74,5.279002946560254,-5.681221524092393,5.4,1581.8587708835703,1533.9653342886652,-83.9989922706975
26,2026-03-12,401851562,Auburn Tigers,away,71,OVER,76.5,76,73,5.501280134823659,5.066621692250308,5.3,1513.262690998768,1567.071801564629,142.1968473979637
27,2026-03-12,401851180,North Carolina Tar Heels,home,70.5,OVER,74.5,77.5,74,3.8385016173098165,6.975632965092586,5.1,1627.3265805431938,1600.9889316374945,42.94367969803875
28,2026-03-12,401851561,Kentucky Wildcats,away,76,OVER,79.5,83,74.5,3.659256144729511,7.239852443289706,5.1,1559.8576129493254,1566.104384514889,-42.25383759969531
29,2026-03-12,401851296,Texas Tech Red Raiders,home,69,OVER,70.5,79,73,1.717985731291904,9.886508364049647,5,1595.6986651086263,1631.75240106976,-39.75697308977146
30,2026-03-12,401851499,UNLV Rebels,away,75,UNDER,70,80,71.5,-4.702677626306524,5.393006831844261,5,1505.1193428030713,1626.6456157949117,175.67592805226218
31,2026-03-12,401851735,Abilene Christian Wildcats,away,70,OVER,77.5,70.5,71.5,7.760294306578274,0.7438304265281062,5,1478.386625287631,1540.7428101363018,129.82719037919583
32,2026-03-12,401851375,Iowa Hawkeyes,away,69,OVER,74.5,72.5,73,5.527700892849637,3.760145606323121,4.8,1568.339012858277,1566.1637370409858,25.311708188989996
