rank,date,game_id,team_name,homeAway,market_team_total,bet,pred_team_total,recency_team_pred,elo_sim_team_pred,team_edge,recency_edge_team,brain_score,team_elo,opp_elo,elo_diff
1,2026-03-10,401851434,Wright State Raiders,home,78,OVER,96,75,76,17.827925078597602,-3.368816881707673,12,1590.9079227342263,1548.1435248134242,55.23576533396067
2,2026-03-10,401851285,BYU Cougars,home,88,UNDER,72,90,79.5,-16.41148701399368,1.630401455918502,10.5,1569.742513695734,1451.5493601852,222.4445755493373
3,2026-03-10,401851363,Northwestern Wildcats,home,75,UNDER,61,81.5,75.5,-14.265729325413105,6.52087675035574,8.9,1480.3847004406473,1439.5956279526438,167.7936143549996
4,2026-03-10,401851287,Oklahoma State Cowboys,away,80.5,UNDER,70.5,84.5,76,-10.238340993985716,3.770448166354683,7.7,1513.781976374568,1518.4017340637258,67.82596939154678
5,2026-03-10,401851762,Santa Clara Broncos,away,76,UNDER,64.5,74.5,75,-11.739286620176813,-1.251110837131506,7.5,1642.4494764655362,1676.988432894702,50.87958587024309
6,2026-03-10,401851334,Montana Grizzlies,away,71,OVER,81,68,73,10.020938889029352,-2.584242857142854,7,1507.8644286033218,1550.1885720611112,58.02205305247412
7,2026-03-10,401856433,Hofstra Pride,home,68.5,OVER,79,69,76,10.437654793512678,0.4061591882311575,6.4,1594.2084133308883,1549.4455198930916,109.90263675985534
8,2026-03-10,401851434,Detroit Mercy Titans,away,74,UNDER,66,77,73.5,-7.932260068343169,3.373832171108205,6.1,1548.1435248134242,1590.9079227342263,55.23576533396067
9,2026-03-10,401851717,Grambling Tigers,away,75,UNDER,66,75,71,-8.986717418406542,0.17408395904361385,5.5,1454.8309751349234,1462.5320378072038,4.02182210400656
10,2026-03-10,401851611,Texas A&M-Corpus Christi Islanders,away,63,UNDER,57,59.5,71.5,-6.055198896509211,-3.8956394204005136,5.2,1539.9066302225704,1657.676811599003,210.18361353899945
11,2026-03-10,401851612,UT Rio Grande Valley Vaqueros,away,66,OVER,72.5,70,72,6.016017885225452,3.67362328970745,5.1,1557.507171186954,1652.305812578692,131.6679170378775
12,2026-03-10,401851335,Eastern Washington Eagles,home,75,OVER,83,75.5,74.5,8.049038998356338,0.49841541788390487,5,1512.9933787830464,1529.7496039540583,14.11687276121097
13,2026-03-10,401851467,Merrimack Warriors,home,64,OVER,65.5,74.5,73.5,1.2943092277061226,10.532073187285008,5,1604.6944464853982,1583.176307868951,69.37602012116736
14,2026-03-10,401851362,Maryland Terrapins,away,67.5,UNDER,61.5,64,71.5,-5.6808931894758246,-3.309102821868123,4.7,1438.3365274080113,1467.1889835462428,71.77578766889928
15,2026-03-10,401851335,Idaho Vandals,away,76.5,UNDER,72,81.5,74.5,-4.287300679947975,5.06571755157475,4.6,1529.7496039540583,1512.9933787830464,14.11687276121097
16,2026-03-10,401851406,New Mexico State Aggies,away,70.5,OVER,73,78.5,75,2.175905717700516,8.114899025872148,4.6,1502.273319258823,1489.927179572803,-30.44699251974953
17,2026-03-10,401851467,Siena Saints,away,60.5,OVER,63,67.5,73,2.7267093111343144,7.135284035033067,4.5,1583.176307868951,1604.6944464853982,69.37602012116736
18,2026-03-10,401851521,Mercyhurst Lakers,away,66,OVER,66,76.5,71,0.2638964168117468,10.676208684380867,4.4,1512.3089860585178,1592.5372280854624,95.54105100176456
19,2026-03-10,401851282,Baylor Bears,away,78.5,UNDER,73.5,82,75,-4.981114091336963,3.143252134844019,4.2,1507.3158041990812,1517.797803745988,43.49836196999854
20,2026-03-10,401851334,Portland State Vikings,home,73,OVER,77.5,69,73.5,4.138487407925595,-4.172614349438675,4.2,1550.1885720611112,1507.8644286033218,58.02205305247412
21,2026-03-10,401851172,Wake Forest Demon Deacons,away,74.5,OVER,80,73,75,5.458043311714178,-1.7282407583913226,4,1526.1473196181728,1536.1978994259614,33.52281054775017
22,2026-03-10,401851283,Cincinnati Bearcats,home,74.5,UNDER,70.5,78,77,-4.331164817015264,3.382370169128194,4,1539.1746051979364,1416.3245436827174,332.8824475964302
23,2026-03-10,401851612,McNeese Cowboys,home,74,OVER,80.5,73.5,76.5,6.556190246009621,-0.0928087303615115,4,1652.305812578692,1557.507171186954,131.6679170378775
24,2026-03-10,401856433,Monmouth Hawks,away,64.5,OVER,69.5,66.5,73,5.003174740577464,2.068299251990794,3.8,1549.4455198930916,1594.2084133308883,109.90263675985534
25,2026-03-10,401851202,UMass Lowell River Hawks,away,69,OVER,74.5,60,71,5.335015341559696,-9.187754736165672,3.7,1490.7327281005807,1597.168978327888,213.37693386093815
26,2026-03-10,401851171,SMU Mustangs,home,80,OVER,85,80,76,5.305006499116317,-0.1228480375492893,3.2,1529.0107389544537,1511.269330288459,50.354902219201904
27,2026-03-10,401851170,Stanford Cardinal,home,71.5,OVER,73.5,75.5,78,2.20645860010886,4.247602636071363,3,1567.4656482557632,1443.3141916308384,179.37210284979005
28,2026-03-10,401851405,Missouri State Bears,away,77,UNDER,72.5,77,73.5,-4.588752950021984,-0.1307932987886602,2.8,1468.426245159013,1494.022342553171,51.68695729037063
29,2026-03-10,401851362,Oregon Ducks,home,71.5,UNDER,71,65,72.5,-0.20476715429801118,-6.469160425467962,2.7,1467.1889835462428,1438.3365274080113,71.77578766889928
30,2026-03-10,401851204,NJIT Highlanders,away,61.5,UNDER,59.5,64.5,72.5,-1.9266393072170374,3.26056338478692,2.5,1496.1447293186152,1566.7999363467368,197.79387246392412
31,2026-03-10,401851282,Arizona State Sun Devils,home,74,OVER,76.5,71.5,75,2.4955737234969178,-2.5038604023684456,2.5,1517.797803745988,1507.3158041990812,43.49836196999854
32,2026-03-10,401851171,Syracuse Orange,away,75,UNDER,72,73,74.5,-2.714813056747772,-1.90388986952172,2.4,1511.269330288459,1529.0107389544537,50.354902219201904
33,2026-03-10,401851363,Penn State Nittany Lions,away,69,OVER,72,70,72,3.374811788520205,0.9770816957026085,2.4,1439.5956279526438,1480.3847004406473,167.7936143549996
34,2026-03-10,401851285,Kansas State Wildcats,away,78,OVER,79.5,80.5,73,1.9070028077801595,2.9995901491495687,2.3,1451.5493601852,1569.742513695734,222.4445755493373
35,2026-03-10,401851287,Colorado Buffaloes,home,82,UNDER,80,85,75,-2.004421894991239,2.6251876640161242,2.3,1518.4017340637258,1513.781976374568,67.82596939154678
36,2026-03-10,401851202,UMBC Retrievers,home,77.5,UNDER,74.5,78.5,77,-2.9881058693589324,1.0114795774791787,2.2,1597.168978327888,1490.7327281005807,213.37693386093815
37,2026-03-10,401851716,Prairie View A&M Panthers,home,75.5,UNDER,75,71,74,-0.5363929098805329,-4.369174763860201,2.1,1467.993124686404,1428.5829019676587,142.42976151017706
38,2026-03-10,401851170,Pittsburgh Panthers,away,66,OVER,67,69,72.5,1.0991394559342496,3.247655004532902,2,1443.3141916308384,1567.4656482557632,179.37210284979005
39,2026-03-10,401851283,Utah Utes,away,63,OVER,64.5,65.5,69.5,1.5121516069769996,2.2354895280339093,1.8,1416.3245436827174,1539.1746051979364,332.8824475964302
