rank,date,game_id,team_name,homeAway,market_team_total,bet,pred_team_total,recency_team_pred,elo_sim_team_pred,team_edge,recency_edge_team,brain_score,team_elo,opp_elo,elo_diff
43,2026-03-07,401805216,California Baptist Lancers,away,76.5,UNDER,69.5,73.5,77,-6.865952079025234,-2.8578912840032444,5.3,1591.023528940597,1444.817453372188,-221.43032249119096
44,2026-03-07,401851325,Idaho State Bengals,home,73,OVER,81,74,73.5,8.030927383009995,1.099728762138156,5.3,1442.8616637795478,1416.4497867110188,30.375594124701593
45,2026-03-07,401823834,Colorado State Rams,home,72,OVER,80,66,74.5,7.863828547494592,-6.173064587287797,5,1571.5744907460582,1574.380795718226,-8.475794107207093
46,2026-03-07,401825564,Washington Huskies,away,70,OVER,77.5,71.5,75.5,7.356107732835085,1.4553781035577344,5,1503.7284593495838,1457.5876723170563,-110.55746544713544
47,2026-03-07,401828464,Duquesne Dukes,home,77,UNDER,72.5,72,75.5,-4.762186802854771,-5.107246702901847,4.9,1516.189013325975,1477.4567538823533,40.58694668814633
48,2026-03-07,401851462,Quinnipiac Bobcats,home,66,OVER,72.5,63.5,76,6.4077341205113925,-2.7439354988168247,4.9,1547.6869121493414,1534.5945502514485,36.63560674497853
49,2026-03-07,401808283,Ole Miss Rebels,home,77,UNDER,71.5,81,74,-5.229629820292672,4.250454440160965,4.8,1452.8762265999835,1458.1257392814175,-13.463293763483534
50,2026-03-07,401823834,Boise State Broncos,away,71,OVER,73.5,78.5,75,2.8653813086730793,7.693671064948475,4.8,1574.380795718226,1571.5744907460582,-8.475794107207093
51,2026-03-07,401827724,Texas Tech Red Raiders,away,79,UNDER,73.5,82.5,76.5,-5.417895711937746,3.9397733002334263,4.8,1605.2700397754154,1560.1711390289452,-139.21142384201448
52,2026-03-07,401818337,Yale Bulldogs,home,75,UNDER,71,69,80,-3.7252434126077816,-5.861729850830841,4.6,1606.8793248034483,1429.5147450426027,320.06793382376986
53,2026-03-07,401805216,Southern Utah Thunderbirds,home,70.5,OVER,74.5,65.5,71.5,4.049240638018404,-5.072351023603957,4.5,1444.817453372188,1591.023528940597,-221.43032249119096
54,2026-03-07,401820791,NC State Wolfpack,home,80.5,UNDER,75.5,84,77,-5.1545313065872165,3.4184924907145415,4.5,1569.9656921630092,1555.3504685704563,61.24306111878673
55,2026-03-07,401825562,Northwestern Wildcats,away,65,UNDER,60,68.5,74,-5.047766979719945,3.4689967914352877,4.4,1488.368121924044,1499.4048299684978,34.9872894847706
56,2026-03-07,401851200,UAlbany Great Danes,away,73,UNDER,66.5,71.5,72.5,-6.361316606020736,-1.402759872715393,4.4,1440.7692912435634,1483.6091786244529,82.84628063141122
57,2026-03-07,401856423,Stony Brook Seawolves,home,72,UNDER,66.5,88,74,-5.969967388308277,15.998788454052374,4.4,1511.930595968814,1492.414042305507,-10.60369865672601
58,2026-03-07,401804965,UTEP Miners,home,69,OVER,73.5,72.5,71,4.713210312253082,3.6882892762177306,4.3,1438.1794263751872,1479.386811514731,-64.98385653593004
59,2026-03-07,401808287,Texas Longhorns,home,81,OVER,88,81.5,78,6.79511932482086,0.5490856660800603,4.3,1562.9577604440954,1529.1703051181405,74.15459205391721
60,2026-03-07,401808287,Oklahoma Sooners,away,73.5,UNDER,67,83,76,-6.314818553238808,9.44592430466399,4.3,1529.1703051181405,1562.9577604440954,74.15459205391721
61,2026-03-07,401851519,Wagner Seahawks,away,66,UNDER,62,61.5,72,-4.141710321399181,-4.462302777777772,4.3,1471.3707729565622,1587.206198720344,156.51057229634398
62,2026-03-07,401820795,California Golden Bears,away,72,OVER,77,75.5,78,4.539512052694434,3.4523681375960678,4.1,1574.9347155040996,1516.183255328324,-65.23614615073348
63,2026-03-07,401822973,UConn Huskies,away,76,UNDER,70,77,80.5,-6.41384655616541,0.738196997838827,4.1,1660.7632371081188,1451.3727966651866,-352.45209618582203
64,2026-03-07,401805214,UT Arlington Mavericks,away,67,UNDER,62,69.5,75,-4.927928282598188,2.719392083313082,4,1529.3066607805658,1480.5709287870125,-103.88137868437592
65,2026-03-07,401820791,Stanford Cardinal,away,72,UNDER,69,77.5,74,-2.975968472789404,5.649855962711015,4,1555.3504685704563,1569.9656921630092,61.24306111878673
66,2026-03-07,401851462,Marist Red Foxes,away,64.5,OVER,66,72,74,1.6193440625601312,7.533626730487498,4,1534.5945502514485,1547.6869121493414,36.63560674497853
67,2026-03-07,401804965,Jacksonville State Gamecocks,away,70.5,UNDER,64,71,73.5,-6.2841485982833944,0.43597721765591757,3.9,1479.386811514731,1438.1794263751872,-64.98385653593004
68,2026-03-07,401808283,South Carolina Gamecocks,away,70,UNDER,65,81.5,75,-5.331475522240268,11.567030069040385,3.8,1458.1257392814175,1452.8762265999835,-13.463293763483534
69,2026-03-07,401808288,Alabama Crimson Tide,home,92.5,UNDER,87.5,90.5,80.5,-5.002367129985771,-2.059878392896181,3.8,1613.971895853732,1511.8233075793137,204.0343151241002
70,2026-03-07,401822976,Georgetown Hoyas,home,79,UNDER,75,82.5,74,-4.17253790681049,3.3466376466287926,3.8,1470.75182838432,1513.2773959734284,-84.86614136268963
71,2026-03-07,401825563,Indiana Hoosiers,away,72,UNDER,66.5,78.5,75,-5.833029522788195,6.320943153435664,3.8,1535.2050311820813,1558.5167137141052,81.42218472221225
72,2026-03-07,401827726,Iowa State Cyclones,home,82,UNDER,78.5,85.5,79,-3.788025399337485,3.6108607924114864,3.7,1620.291592148834,1523.569930246796,154.53550552947013
73,2026-03-07,401809104,UC San Diego Tritons,away,69,OVER,72.5,65,75.5,3.3066073663784294,-4.0742013858608885,3.6,1584.0622180046075,1559.3768898628034,-24.814427724332973
74,2026-03-07,401851517,Stonehill Skyhawks,away,63,OVER,68.5,63.5,72,5.683002690746804,0.38546782600722906,3.6,1448.0360799184905,1505.5684436092115,140.7267496026575
75,2026-03-07,401856425,Towson Tigers,home,68.5,OVER,71.5,73,75,3.0507163845627048,4.522134734660668,3.6,1533.435126390635,1469.257814229839,154.17112303851172
76,2026-03-07,401804964,Delaware Blue Hens,home,65.5,OVER,70,68,72.5,4.332139191865025,2.344973144759834,3.5,1457.2679454741135,1520.7874445953526,-88.116760143688
77,2026-03-07,401827729,Cincinnati Bearcats,away,69,OVER,71.5,74,74,2.4072093343453673,5.0713454662630255,3.5,1546.3667007886602,1586.6157514271397,-12.299864735985013
78,2026-03-07,401808282,LSU Tigers,home,78,UNDER,76.5,71,72.5,-1.1884168791303154,-6.835129456681713,3.4,1468.2617805698794,1576.3067641935154,-246.00288085334
79,2026-03-07,401808284,Mississippi State Bulldogs,home,79,OVER,84,71.5,71.5,5.09445350405187,-7.3079162520422045,3.4,1469.7996048372663,1601.7703531658017,-251.7190889821602
80,2026-03-07,401829334,Wyoming Cowboys,away,78,UNDER,75.5,73.5,74.5,-2.474457987831798,-4.444819889066622,3.3,1523.4138356084366,1395.7200011762984,-250.4357832794583
81,2026-03-07,401827727,Kansas State Wildcats,away,70,UNDER,66,68,71.5,-3.8635969563567727,-2.197613532967196,3.2,1456.443509518444,1592.2306976645195,289.93205615676993
82,2026-03-07,401804968,Missouri State Bears,home,73.5,OVER,73.5,81,74.5,0.09095464259587516,7.635732707194933,3.1,1478.5968519112284,1532.6687910279825,-55.52072261049716
83,2026-03-07,401820576,Nevada Wolf Pack,home,84,UNDER,81.5,79,80,-2.238911936036061,-4.500493484344219,3.1,1561.6597566265946,1326.5915142361646,463.19819223042737
84,2026-03-07,401828467,Loyola Chicago Ramblers,home,71,UNDER,68,68,69,-3.1139336366683636,-3.0793430446828722,3.1,1396.9882278146142,1514.8970710396115,-303.4878454757559
85,2026-03-07,401856426,Elon Phoenix,away,80,UNDER,75,80,73.5,-4.963216304127926,0.23709595059425226,3.1,1471.7742895270935,1554.7570984129063,210.68297545177052
86,2026-03-07,401827729,TCU Horned Frogs,home,71,UNDER,68,67.5,76,-2.67813543645498,-3.5788777919875656,3,1586.6157514271397,1546.3667007886602,-12.299864735985013
87,2026-03-07,401828465,Fordham Rams,home,68,UNDER,66,63.5,73.5,-1.9940552737283355,-4.432623341744282,3,1499.221316340796,1511.1493420225304,2.539416789065399
88,2026-03-07,401851201,NJIT Highlanders,home,68,OVER,71.5,65.5,73,3.3165044589719486,-2.590611410916864,3,1490.126792512827,1403.677337412779,108.73402574815144
89,2026-03-07,401804964,Louisiana Tech Bulldogs,away,67.5,UNDER,65,71,74.5,-2.586907918531523,3.3308835115905424,2.9,1520.7874445953526,1457.2679454741135,-88.116760143688
90,2026-03-07,401809152,Hawai'i Rainbow Warriors,home,81.5,UNDER,77,88.5,NA,-4.229304294894931,7.312355587658502,2.9,NA,1420.3019390975137,NA
91,2026-03-07,401820795,Wake Forest Demon Deacons,home,78,OVER,81.5,76,75,3.4047476563590067,-2.1159565567916303,2.9,1516.183255328324,1574.9347155040996,-65.23614615073348
92,2026-03-07,401828261,Florida Atlantic Owls,away,71,UNDER,66.5,77.5,75.5,-4.264722034641508,6.714127254679255,2.9,1522.439587711472,1565.4650416477134,103.06817881822052
93,2026-03-07,401830012,Cornell Big Red,away,85,UNDER,82.5,82,78.5,-2.600433747709147,-3.288832180815163,2.9,1527.4430565358764,1462.2338303315223,-194.60899532782264
94,2026-03-07,401805214,Abilene Christian Wildcats,home,68,UNDER,64.5,66.5,73,-3.5334630904766584,-1.5862142694055876,2.8,1480.5709287870125,1529.3066607805658,-103.88137868437592
95,2026-03-07,401805215,Utah Valley Wolverines,away,77,OVER,79,82,76.5,1.525771231062322,4.611395533977998,2.8,1624.4619247132064,1550.336470749459,-172.8432927177048
96,2026-03-07,401808281,Florida Gators,away,83,UNDER,79,90.5,78,-3.928015040128642,7.474458997885904,2.7,1650.8371079964306,1563.237610746086,-249.9293115781595
97,2026-03-07,401822974,Xavier Musketeers,away,71,UNDER,68,86,71,-3.296781224623615,14.63240901990936,2.7,1489.4940991199085,1612.9546581076938,261.59904352413105
98,2026-03-07,401828468,Saint Joseph's Hawks,home,75.5,UNDER,73,72.5,77.5,-2.4792013295218993,-3.0406965589079107,2.7,1579.733271422434,1428.7143323780128,272.1185560184542
99,2026-03-07,401851586,Samford Bulldogs,home,74,OVER,77.5,75.5,75.5,3.369447654276243,1.7101964296273593,2.7,1524.8628535930363,1562.623237208962,0.311861506530704
100,2026-03-07,401804966,Kennesaw State Owls,away,76,OVER,77.5,81,76.5,1.2136581070383272,4.73694461901286,2.6,1525.947850382193,1493.051856563305,-44.7466695960004
101,2026-03-07,401808282,Texas A&M Aggies,away,81.5,OVER,84.5,83,80,3.125573670015868,1.7728218740217443,2.6,1576.3067641935154,1468.2617805698794,-246.00288085334
102,2026-03-07,401820789,SMU Mustangs,away,79.5,UNDER,77.5,83,77,-2.0295274502046112,3.4655619844119343,2.6,1537.336100139827,1536.072247941814,-13.80952856496856
103,2026-03-07,401820790,Louisville Cardinals,away,78,OVER,78,84.5,74.5,0.13504516645136277,6.383314774474783,2.6,1588.5942167734088,1635.145199038402,84.47825041400256
104,2026-03-07,401820793,Boston College Eagles,home,70.5,UNDER,66.5,70,71.5,-3.9890094382933654,-0.5374844174067022,2.6,1440.3129388797613,1449.7744432121713,-30.24722453459094
105,2026-03-07,401820793,Notre Dame Fighting Irish,away,72,UNDER,69,70,74,-3.003930353722623,-1.8980064222532036,2.6,1449.7744432121713,1440.3129388797613,-30.24722453459094
106,2026-03-07,401825564,Oregon Ducks,home,71.5,OVER,75,63.5,73,3.7311595968350133,-7.936894000882305,2.6,1457.5876723170563,1503.7284593495838,-110.55746544713544
107,2026-03-07,401828464,Richmond Spiders,away,72,UNDER,69,83,74.5,-3.4067247761457367,10.792490703533375,2.6,1477.4567538823533,1516.189013325975,40.58694668814633
108,2026-03-07,401809104,UC Santa Barbara Gauchos,home,71,OVER,75,71,73.5,4.042521637204402,0.18549050468692485,2.5,1559.3768898628034,1584.0622180046075,-24.814427724332973
109,2026-03-07,401820576,Air Force Falcons,away,59,OVER,60.5,63.5,68,1.421812661661228,4.031701825117821,2.5,1326.5915142361646,1561.6597566265946,463.19819223042737
110,2026-03-07,401828463,St. Bonaventure Bonnies,home,72.5,UNDER,69,72,75,-3.861258445243834,-0.38925822399494336,2.5,1501.3599398752926,1533.9703972965565,-73.0140895032971
111,2026-03-07,401851199,Vermont Catamounts,home,73.5,OVER,76,76.5,75.5,2.31796499206132,2.878952479462626,2.5,1562.4124015173902,1401.9120393157475,307.1434181627649
112,2026-03-07,401851464,Siena Saints,home,68,OVER,71.5,68.5,76.5,3.5754797699563596,0.8260486745591464,2.5,1568.199433551849,1516.9587821876862,61.64151341932688
113,2026-03-07,401851586,Furman Paladins,away,72.5,OVER,74.5,76,76.5,1.7543303591132258,3.5130301153938177,2.5,1562.623237208962,1524.8628535930363,0.311861506530704
114,2026-03-07,401828466,George Mason Patriots,home,71,UNDER,68.5,68.5,71.5,-2.238406310587635,-2.4010908221322182,2.3,1575.4850273539066,1654.8828447758242,-236.37414410189035
115,2026-03-07,401828468,La Salle Explorers,away,65.5,OVER,69,65,70,3.5714665642533134,-0.3872578230035373,2.3,1428.7143323780128,1579.733271422434,272.1185560184542
116,2026-03-07,401820794,Virginia Tech Hokies,away,67,OVER,68,72,72,0.6901091752253166,4.506476234442076,2.2,1541.3808307853692,1663.8555649888228,228.61255747042424
117,2026-03-07,401823186,Cal State Northridge Matadors,home,88,UNDER,84.5,88,77.5,-3.540766504471094,-0.25205163856963964,2.2,1546.160591184636,1508.627654948653,39.9073313352485
118,2026-03-07,401851464,Mount St. Mary's Mountaineers,away,64,OVER,67,63,73,2.9728348087790977,-1.0383445606338526,2.2,1516.9587821876862,1568.199433551849,61.64151341932688
119,2026-03-07,401809164,Cal State Bakersfield Roadrunners,away,81.5,UNDER,81,77,69.5,-0.616583891303776,-4.376913927084885,2.1,1380.3445019361916,1491.9406831054605,295.14694230322084
120,2026-03-07,401828261,Wichita State Shockers,home,78.5,OVER,81,68.5,77,2.609703058472263,-10.026657048890016,2.1,1565.4650416477134,1522.439587711472,103.06817881822052
121,2026-03-07,401829334,San José State Spartans,home,71,UNDER,71,66.5,69,-0.3810818276971304,-4.600894549293244,2.1,1395.7200011762984,1523.4138356084366,-250.4357832794583
122,2026-03-07,401804968,Middle Tennessee Blue Raiders,away,72,UNDER,71,76,75.5,-0.8197271167463498,3.8163490983693293,2,1532.6687910279825,1478.5968519112284,-55.52072261049716
123,2026-03-07,401808284,Georgia Bulldogs,away,84,UNDER,81,84,79,-3.1659657336572877,-0.36458349426996506,2,1601.7703531658017,1469.7996048372663,-251.7190889821602
124,2026-03-07,401822976,Providence Friars,away,78,OVER,79.5,80.5,77,1.6170481084515131,2.5986522589647194,2,1513.2773959734284,1470.75182838432,-84.86614136268963
125,2026-03-07,401823806,Fresno State Bulldogs,away,66.5,OVER,68.5,64.5,73,1.9446391041271767,-2.0994551602592253,2,1464.926129613111,1561.0346407985094,213.20087764584787
126,2026-03-07,401827724,BYU Cougars,home,81,UNDER,78,79.5,73.5,-2.598091609809998,-1.0167801214411298,2,1560.1711390289452,1605.2700397754154,-139.21142384201448
127,2026-03-07,401851517,Mercyhurst Lakers,home,68.5,OVER,69.5,65,73.5,1.0208297449173216,-3.1960904719119156,1.9,1505.5684436092115,1448.0360799184905,140.7267496026575
128,2026-03-07,401827723,Utah Utes,away,68.5,UNDER,66,76.5,71.5,-2.3908194418236803,8.162024558497137,1.8,1422.535005328739,1501.1053425530597,154.88316638386186
129,2026-03-07,401851325,Northern Arizona Lumberjacks,away,68.5,UNDER,66.5,77,72.5,-2.3669254477866275,8.491756939774803,1.8,1416.4497867110188,1442.8616637795478,30.375594124701593
130,2026-03-07,401851582,Mercer Bears,home,79,UNDER,77,88,77.5,-2.1041215309630132,9.249968745892716,1.7,1543.6924625777262,1507.9393287567268,48.61304166058676
131,2026-03-07,401805215,Utah Tech Trailblazers,home,71,UNDER,68.5,77,71.5,-2.0965482756033254,6.435246738251436,1.6,1550.336470749459,1624.4619247132064,-172.8432927177048
132,2026-03-07,401825562,Minnesota Golden Gophers,home,68,UNDER,66,69,73.5,-2.0913307630909515,0.8284033029625846,1.6,1499.4048299684978,1488.368121924044,34.9872894847706
133,2026-03-07,401828463,Davidson Wildcats,away,69,OVER,70,66,75.5,0.6568395251552204,-3.052445308381266,1.6,1533.9703972965565,1501.3599398752926,-73.0140895032971
134,2026-03-07,401851201,Maine Black Bears,away,64.5,UNDER,62,70.5,68,-2.1613024567553722,6.311120990365481,1.6,1403.677337412779,1490.126792512827,108.73402574815144
135,2026-03-07,401827725,Colorado Buffaloes,home,71,UNDER,69.5,69.5,69,-1.4350110842840706,-1.3631655394034539,1.4,1525.0838225204827,1704.8933847307037,-363.4058799756226
136,2026-03-07,401856426,William & Mary Tribe,home,84.5,UNDER,82.5,85.5,78,-1.6504944059469722,1.028711269111625,1.4,1554.7570984129063,1471.7742895270935,210.68297545177052
137,2026-03-07,401808286,Vanderbilt Commodores,away,72,OVER,72.5,74,76,0.5874463797245824,2.454773328733637,1.3,1590.7694529008545,1578.4351885786236,-11.89174188370771
138,2026-03-07,401820792,Pittsburgh Panthers,away,67.5,OVER,68,70,72.5,0.5287447344014566,2.5162852081280818,1.3,1443.3141916308384,1511.269330288459,81.91493264557562
139,2026-03-07,401851200,UMass Lowell River Hawks,home,75.5,UNDER,75,78,74.5,-0.5900484705167628,2.4467286887686157,1.3,1483.6091786244529,1440.7692912435634,82.84628063141122
140,2026-03-07,401828465,Rhode Island Rams,away,66.5,OVER,67.5,65,74,1.0567580756445523,-1.5151806726170776,1.2,1511.1493420225304,1499.221316340796,2.539416789065399
141,2026-03-07,401851326,Sacramento State Hornets,away,76,UNDER,75,74.5,72,-1.1374043962706253,-1.3649811591610188,1.2,1424.5895479638832,1511.0591729966195,142.0587521684347
142,2026-03-07,401820794,Virginia Cavaliers,home,79,OVER,79.5,69,78,0.9064789427172997,-9.524596001144857,1,1663.8555649888228,1541.3808307853692,228.61255747042424
143,2026-03-07,401822975,DePaul Blue Demons,home,73,UNDER,72,72.5,74.5,-1.1871406445988981,-0.46973624404120073,0.9,1514.1198814448,1489.070447056535,89.63311191775915
144,2026-03-07,401825563,Ohio State Buckeyes,home,77,UNDER,75.5,77,77,-1.2518171563988147,0.10518616115612645,0.8,1558.5167137141052,1535.2050311820813,81.42218472221225
145,2026-03-07,401829340,New Mexico Lobos,away,75,OVER,75,73.5,74,0.29880810220480214,-1.1946631071582345,0.7,1591.1337341827082,1619.1254265601335,28.46493334005868
146,2026-03-07,401820790,Miami Hurricanes,home,79,UNDER,79,78,76,-0.14851678909175803,-1.155328221450148,0.6,1635.145199038402,1588.5942167734088,84.47825041400256
147,2026-03-07,401808286,Tennessee Volunteers,home,76,UNDER,75,76,74.5,-0.6656405683583699,0.17339126996965604,0.5,1578.4351885786236,1590.7694529008545,-11.89174188370771
148,2026-03-07,401822974,Villanova Wildcats,home,83,UNDER,82,82.5,78,-0.585852329186352,-0.48750476263546716,0.5,1612.9546581076938,1489.4940991199085,261.59904352413105
149,2026-03-07,401827723,Baylor Bears,home,81,UNDER,80.5,81,77,-0.7191824497984385,-0.05865639147933166,0.5,1501.1053425530597,1422.535005328739,154.88316638386186
150,2026-03-07,401829340,Utah State Aggies,home,82,OVER,82.5,75.5,75.5,0.1001459242122138,-6.740787547356916,0.4,1619.1254265601335,1591.1337341827082,28.46493334005868
151,2026-03-07,401856423,Campbell Fighting Camels,away,75,UNDER,74.5,74,74.5,-0.23169748141195612,-0.7190227934048181,0.4,1492.414042305507,1511.930595968814,-10.60369865672601
152,2026-03-07,401804963,Sam Houston Bearkats,away,76,OVER,76,75.5,74,0.10183906744616422,-0.13111453443373478,0.1,1591.386861715992,1605.650946893537,-35.75002292556701
